,pmid,secid,sentid,section,sentence_text,pred_consort_relevant
579,27618799,3,9,Results,The participants were randomly assigned to receive the intervention (n = 130) or attention control (n = 127).,[]
580,27618799,3,10,Results,Follow-up data were obtained from 250 (97%) participants.,[]
581,27618799,3,11,Results,Only 26 (10%) participants completed the intervention.,[]
582,27618799,3,12,Results,"Compared to the attention control, Grasp the Opportunity led to reductions in depressive symptoms at the 12-month follow-up with a medium effect size using ITT analysis (mean difference 2.6, 95% CI 0.59-5.55, effect size d = 0.36).",[]
583,27618799,4,13,Conclusions,Grasp the Opportunity is effective in reducing depressive symptoms in Chinese adolescents over a long follow-up period.,[]
584,27618799,4,14,Conclusions,Poor completion rate is the major challenge in the study.,[]
585,27646462,0,0,Title,The Depression Prevention Initiative: Impact on Adolescent Internalizing and Externalizing Symptoms in a Randomized Trial.,[]
586,27646462,1,1,,"This randomized controlled trial examined the longitudinal effects of two school-based indicated depression prevention programs on adolescents' internalizing and externalizing symptoms, as measured by adolescents, their parents, and their teachers.",['D02']
587,27646462,1,2,,One hundred eighty-six adolescents participated in this study.,[]
588,27646462,1,3,,"The average age was 14.01 (SD=1.22) years, and the sample was 66.7% female.",[]
589,27646462,1,4,,One third of the sample belonged to a racial minority.,[]
590,27646462,1,5,,Youth received either Interpersonal Psychotherapy-Adolescent Skills Training or group counseling.,"['D04b', 'D04a']"
591,27646462,1,6,,"Symptoms were assessed using adolescent, parent, and teacher reports on the Achenbach System of Empirically Based Assessment at baseline, postintervention, and 6-month follow-up.","['D06b', 'D06a']"
592,27646462,1,7,,Adolescents reported the most robust effects in favor of Interpersonal Psychotherapy-Adolescent Skills Training.,[]
593,27646462,1,8,,Adolescents in Interpersonal Psychotherapy-Adolescent Skills Training reported significantly greater reductions in internalizing symptoms through the 6-month follow-up and significantly greater reductions in externalizing symptoms during the intervention as compared to group counseling.,[]
594,27646462,1,9,,"Less robust effects were found when examining parent and teacher reports, although there was evidence of significant within-group change in parent- and teacher-reported internalizing symptoms for both interventions and significant between-group differences in teacher-reported externalizing symptoms.",[]
595,27646462,1,10,,This study provides additional evidence supporting the efficacy of Interpersonal Psychotherapy-Adolescent Skills Training as a depression prevention program for adolescents.,[]
596,27646462,1,11,,Interpersonal Psychotherapy-Adolescent Skills Training appears to have fast-acting effects on broadband internalizing and externalizing symptoms as reported by adolescents.,[]
597,27646462,1,12,,This suggests that Interpersonal Psychotherapy-Adolescent Skills Training may serve as a transdiagnostic preventive intervention.,[]
598,27646462,1,13,,"Moreover, given the disparate reports of adolescents, parents, and teachers, this study demonstrates the significance of collecting information from multiple sources when possible.",[]
599,27697671,0,0,Title,Reducing risk for anxiety and depression in adolescents: Effects of a single-session intervention teaching that personality can change.,[]
600,27697671,1,1,,Efforts to reduce youth mental health problems have advanced greatly but have not lowered overall rates of youth mental illness.,[]
601,27697671,1,2,,"Thus, a need exists for disseminable, mechanism-targeted approaches to reducing risk of youth psychopathology.",[]
602,27697671,1,3,,"Accordingly, we conducted a randomized-controlled trial testing whether a single-session intervention teaching growth personality mindsets (the belief that personality is malleable) reduced known risk factors for anxiety and depression in adolescents experiencing or at risk for internalizing problems (N=96, ages 12-15).",['D02']
603,27697671,1,4,,"Compared to a supportive-therapy control, a 30-min computer-guided mindset intervention strengthened adolescents' perceived control; this improvement was associated with increases in growth mindsets.",[]
604,27697671,1,5,,"Further, electrodermal activity recovery slopes showed that youths receiving the mindset intervention recovered from a lab-based social stressor over three times as fast as control group youths.",[]
605,27697671,1,6,,Improvements in growth mindsets and perceived control were linked with faster stress recovery.,[]
606,27697671,1,7,,Results suggest a disseminable strategy for reducing internalizing problem risk among adolescents.,[]
607,27758729,0,0,Title,Evaluating a social problem solving intervention for juvenile detainees: Depressive outcomes and moderators of effectiveness.,[]
608,27758729,1,1,,This study reports findings from the administration of a social problem-solving training (SPST) intervention to juvenile detainees in the Connecticut Youth Detainee Program. SPST is a cognitive behavioral intervention that teaches children and youth how to more effectively cope with interpersonal stress and conflict.,[]
609,27758729,1,2,,"In the current study, we tested whether SPST could decrease depressive symptoms in a sample of detained adolescent offenders.",[]
610,27758729,1,3,,The study used a randomized-control design with detention staff administering the intervention.,['D02']
611,27758729,1,4,,"The results showed that SPST, as a main effect, was not more effective in reducing depressive symptoms than treatment as usual.",[]
612,27758729,1,5,,"However, the effectiveness of SPST was moderated by fluid intelligence.",[]
613,27758729,1,6,,Juvenile detainees with high intelligence scores were most likely to benefit from SPST compared to treatment as usual.,"['D04b', 'D04a']"
614,27758729,1,7,,"It was surprising that, for those with lower intelligence scores, SPST increased depressive symptoms relative to treatment as usual.",[]
615,27758729,1,8,,These results help fill a critical need for intervention effectiveness data on juvenile detainees and indicate that SPST may not be useful for reducing outcomes such as depression.,[]
616,27768384,0,0,Title,Anxiety and Depression in Children of Depressed Parents: Dynamics of Change in a Preventive Intervention.,[]
617,27768384,1,1,,The current study examined effects of a preventive intervention on patterns of change in symptoms of anxiety and depression in a sample of children of depressed parents.,[]
618,27768384,1,2,,Parents with a history of depression (N=180) and their children (N=242; 50% female; M age=11.38; 74% Euro-American) enrolled in an intervention to prevent psychopathology in youth.,['D03a']
619,27768384,1,3,,Families were randomized to a family group cognitive behavioral intervention (FGCB) or a written information (WI) control condition.,"['D04b', 'D04a']"
620,27768384,1,4,,"Parents and youth completed the Child Behavior Checklist and Youth Self Report at baseline, 6-, 12-, 18-, and 24-month follow up.","['D06b', 'D06a']"
621,27768384,1,5,,"Youth in the FGCB intervention reported significantly greater declines in symptoms of both anxiety and depression at 6, 12, and 18 months compared to youth in the WI condition.",[]
622,27768384,1,6,,"Youth with higher baseline levels of each symptom (e.g., anxiety) reported greater declines in the other symptom (e.g., depression) from 0 to 6 months in the FGCB intervention only.",[]
623,27768384,1,7,,"Changes in anxiety symptoms from 0 to 6months predicted different patterns of subsequent changes in depressive symptoms from 6 to 12months for the two conditions, such that declines in anxiety preceded and predicted greater declines in depression for FGCB youth but lesser increases in depression for WI youth.","['D06b', 'D06a']"
624,27768384,1,8,,"Findings inform transdiagnostic approaches to preventive interventions for at-risk youth, suggesting that both initial symptom levels and initial magnitude of change in symptoms are important to understand subsequent patterns of change in response to intervention.",[]
625,27830922,0,0,Title,Pediatric selective mutism therapy: a randomized controlled trial.,[]
626,27830922,1,1,Background,Selective mutism (SM) is a rare disease in children coded by DSM-5 as an anxiety disorder.,[]
627,27830922,1,2,Background,"Despite the disabling nature of the disease, there is still no specific treatment.",[]
628,27830922,2,3,Aim,"The aims of this study were to verify the efficacy of six-month standard psychomotor treatment and the positive changes in lifestyle, in a population of children affected by SM.",[]
629,27830922,3,4,Design,Randomized controlled trial registered in the European Clinical Trials Registry (EuDract 2015-001161-36).,[]
630,27830922,4,5,Setting,University third level Centre (Child and Adolescent Neuropsychiatry Clinic).,[]
631,27830922,5,6,Population,"Study population was composed by 67 children in group A (psychomotricity treatment) (35 M, mean age 7.841.15) and 71 children in group B (behavioral and educational counseling) (37 M, mean age 7.751.36).",[]
632,27830922,6,7,Methods,Psychomotor treatment was administered by trained child therapists in residential settings three times per week.,"['D04b', 'D04a']"
633,27830922,6,8,Methods,Each child was treated for the whole period by the same therapist and all the therapists shared the same protocol.,[]
634,27830922,6,9,Methods,The standard psychomotor session length is of 45 minutes.,[]
635,27830922,6,10,Methods,"At T0 and after 6 months (T1) of treatments, patients underwent a behavioral and SM severity assessment.","['D06b', 'D06a']"
636,27830922,6,11,Methods,"To verify the effects of the psychomotor management, the Child Behavior Checklist questionnaire (CBCL) and Selective Mutism Questionnaire (SMQ) were administered to the parents.","['D06b', 'D06a']"
637,27830922,7,12,Results,"After 6 months of psychomotor treatment SM children showed a significant reduction among CBCL scores such as in social relations, anxious/depressed, social problems and total problems (P<0.001), Withdrawn (P=0.007) and Internalizing problems (P=0.020).",[]
638,27830922,7,13,Results,"Regarding SM severity according to SMQ assessment, children of group A showed a reduction of SM symptoms in all situations (school, P=0.003; family, P=0.018; and social, P=0.030 situations) and in SMQ total score (P<0.001).",[]
639,27830922,8,14,Conclusions,"Our preliminary results suggest the positive effect of the psychomotor treatment in rehabilitative program for children affected by selective mutism, even if further studies are needed.",[]
640,27830922,9,15,Clinical rehabilitation impact,The present study identifies in psychomotricity a safe and efficacy therapy for pediatric selective mutism.,[]
641,27969089,0,0,Title,Effectiveness of taking in the good based-bibliotherapy intervention program among depressed Filipino female adolescents.,[]
642,27969089,1,1,,Adolescent depression is a severe mental health problem.,[]
643,27969089,1,2,,Philippines has the highest incidence of depression in South East Asia.,[]
644,27969089,1,3,,Depressed female adolescents habitually seek and retain negative experiences.,[]
645,27969089,1,4,,Aim of this research was to develop and to assess effectiveness of a Taking in the Good Based-Bibliotherapy Intervention Program for female adolescents.,[]
646,27969089,1,5,,"As an innovative type of psychotherapy treatment, program aimed to build up their inner strengths by experiencing, enriching and absorbing daily events with a positive attitude and installing them in brain.",[]
647,27969089,1,6,,Program was conducted in two phases :  1.,[]
648,27969089,1,7,,Development of taking in the good based-bibliotherapy intervention.,[]
649,27969089,1,8,,2. Implementation and assessment of pioneering treatment for alleviating depression and thereby increasing positive cognitive appraisal by employing true experimental research design particularly between subjects.,[]
650,27969089,1,9,,"Beck Depression Inventory-II, Asian Adolescent Depression Scale and Kutcher Adolescent Depression Scale-11 were administered before and after implementation of the program.","['D06b', 'D06a']"
651,27969089,1,10,,"A total of 30 female adolescents, Filipino High School students, (mean age=13.9), were randomly assigned to experimental (n=15) and control (n=15) conditions.",['D02']
652,27969089,1,11,,"Data analysis was done by employing percentage and frequency distribution, mean scores, standard deviation, dependent t-test, independent t-test statistics and Cohen's d. The null hypothesis was tested at the 0.05 level of significance.",['D09']
653,27969089,1,12,,Statistical analysis between the pre-test and post-test scores of the experimental group showed significant difference (p=0.000) and scores of control and experimental group showed significant difference (p=0.000) in all dependent variables in the post-test.,[]
654,27969089,1,13,,"These results revealed that ""Taking in the Good based-Bibliotherapy Intervention"" was effective in reducing depression in female adolescents.",[]
655,28326047,0,0,Title,Preventing Internalizing Problems in Young Children: A Randomized Controlled Trial of the Feelings and Friends (Year 3) Program with a Motor Skills Component.,['D02']
656,28326047,1,1,,Anxiety and depression are common mental health problems experienced by children in Australia.,[]
657,28326047,1,2,,"The impact of these internalizing disorders is pervasive, affecting many areas of life.",[]
658,28326047,1,3,,By the time problems have been detected in children they can be severe in nature and harder to treat.,[]
659,28326047,1,4,,"Hence, early intervention is of utmost importance.",[]
660,28326047,1,5,,"Despite the existence of numerous prevention programs for children, there is limited empirical evidence for a program that has an impact on symptoms of both anxiety and depression.",[]
661,28326047,1,6,,"Physical activity and improved motor coordination have been indicated as having positive effects on children's mental health, although the impact of including these in a program targeting internalizing disorders has not been established.",[]
662,28326047,1,7,,"This study aimed to evaluate the efficacy of the Feelings and Friends (Year 3) program (FFY3), revised to include activities to build motor-coordination and encourage physical activity.",[]
663,28326047,1,8,,Participants were 24 children from the Perth metropolitan area alongside one of each of their parents.,['D03b']
664,28326047,1,9,,"Results indicated significant short-term intervention effects on one of the primary outcome variables; intervention group parents reported significant pre-post improvement in child depressive symptoms, which were maintained at 3-month follow-up (   2 = 0.10).",[]
665,28326047,1,10,,"There were also intervention effects observed for parent-reported separation anxiety (   2 = 0.10), externalizing symptoms (   2 = 0.19), and conduct problems (   2 = 0.16).",[]
666,28326047,1,11,,An additional finding indicated the intervention students reported significant improvement from session one to session two in global distress (   2 = 0.22).,[]
667,28326047,1,12,,No other significant intervention effects were evident.,[]
668,28326047,1,13,,Findings from this study indicate that FFY3 is a promising intervention to address internalizing and externalizing symptoms in 8-9 year-old children.,[]
669,28462880,0,0,Title,Effect of a bereavement support group on female adolescents' psychological health: a randomised controlled trial in South Africa.,[]
670,28462880,1,1,Background,"Bereavement increases children's risk for psychological disorders, highlighting the need for effective interventions, especially in areas where orphanhood is common.",[]
671,28462880,1,2,Background,We aimed to assess the effects of an eight-session support group intervention on the psychological health of bereaved female adolescents in South Africa.,[]
672,28462880,2,3,Methods,"This randomised controlled trial enrolled female adolescents at 11 schools in three peri-urban towns of Free State province, South Africa. 453 bereaved ninth-grade students aged 13-17 years who had expressed interest in taking part in the group were randomly assigned (1:1) to receive the intervention or to be waitlisted for programme enrolment after the study period and serve as the control group.",['D02']
673,28462880,2,4,Methods,"The intervention, Abangane (""friends"" in isiZulu), is a locally derived, curriculum-based support group focused on coping with loss incorporating indigenous stories and cognitive behavioural therapy components.",[]
674,28462880,2,5,Methods,Weekly group sessions were facilitated by trained social workers or social auxiliary workers from a local non-profit organisation.,[]
675,28462880,2,6,Methods,The primary outcomes included indicators of grief and depression as reported by adolescents and behavioural problems reported by their caregivers.,"['D06b', 'D06a']"
676,28462880,2,7,Methods,Grief was measured with three scales: the grief subscale of the Core Bereavement Items to assess normative grief; and the Intrusive Grief Thoughts Scale and the Inventory of Complicated Grief-Revised for Children to assess maladaptive grief symptoms in the past 4 weeks.,"['D06b', 'D06a']"
677,28462880,2,8,Methods,Depression symptoms in the past 7 days were measured with the Center for Epidemiological Studies-Depression Scale for Children.,"['D06b', 'D06a']"
678,28462880,2,9,Methods,Caregivers completed the Brief Problem Monitor-Parent Form to report on adolescent's behaviour in the previous 4 weeks.,"['D06b', 'D06a']"
679,28462880,2,10,Methods,Analysis was intention to treat.,[]
680,28462880,2,11,Methods,"This study is registered with ClinicalTrials.gov, number NCT02368808.",[]
681,28462880,3,12,Findings,"Between Sept 30, 2014, and Feb 5, 2015, eligible female participants were identified, of whom 226 were assigned to the intervention, Abangane, and 227 were assigned to the waitlisted control group.",[]
682,28462880,3,13,Findings,Analysis included 382 adolescents who completed both surveys (193 participants assigned to Abangane and 189 assigned to waitlist).,[]
683,28462880,3,14,Findings,"At follow up, the intervention group had significantly lower scores for primary outcomes, including intrusive grief (p=0000, Cohen's d=-021), complicated grief (p=0015, d=-014), and depression (p=0009, d=-021) relative to the waitlisted group, while core bereavement scores were similar between groups (p=0269).",[]
684,28462880,3,15,Findings,"Caregivers in the intervention group reported lower levels of behavioural problems among adolescents (p=0017, d=-031).",[]
685,28462880,4,16,Interpretation,"Short-term, structured, theory-based support groups with contextually relevant content show promise in mitigating psychological and behavioural problems among bereaved adolescents.",[]
686,28462880,4,17,Interpretation,"Abangane is replicable in resource limited settings, using freely available curriculum materials, existing programme structures, and appropriately trained personnel to implement it.",[]
687,28462880,5,18,Funding,US Agency for International Development Southern Africa.,[]
688,28573672,0,0,Title,"MEMO: an mHealth intervention to prevent the onset of depression in adolescents: a double-blind, randomised, placebo-controlled trial.",['D02']
689,28573672,1,1,Background,Depression often starts in adolescence making it an ideal time to intervene.,[]
690,28573672,1,2,Background,We developed a universal cognitive behavioural therapy-based programme (MEMO CBT) to be delivered via multimedia mobile phone messages for teens.,"['D04b', 'D04a']"
691,28573672,2,3,Methods,"We conducted a prospective multicentre, randomised, placebo-controlled superiority trial in 15 high schools in Auckland, New Zealand, comparing MEMO CBT with a control programme [MEMO control] matched for intensity and type of message but with alternative content not targeting depression.",['D02']
692,28573672,2,4,Methods,The primary outcome was the change in score on the Children's Depression Rating Scale-Revised from baseline to 12months.,"['D06b', 'D06a']"
693,28573672,2,5,Methods,"Secondary outcomes included the change in scores in the self-reported Reynold's Adolescent Depression Rating Scale-Second Edition, the Moods and Feelings Questionnaire, suicidal ideation using selected items from the Youth Risk Behaviour Survey, thePediatric Quality of Life questionnaire, 12-month period prevalence of the diagnosis of depressive disorder using the Kiddie-Schedule for Affective Disorders and Schizophrenia, and students' ratings of their satisfaction with the programme.","['D06b', 'D06a']"
694,28573672,3,6,Results,"Eight hundred and fifty-five students (13-17years old, mean 14.3years) were randomly assigned to MEMO CBT (426) or to MEMO Control (429).",[]
695,28573672,3,7,Results,Participants (68% female) had a mean CDRS-R at baseline of 21.5 (SD: 5).,[]
696,28573672,3,8,Results,Overall 394 (93%) from the intervention group and 392 (91%) from the control group were followed up at 12months.,[]
697,28573672,3,9,Results,"At the end of the intervention (approximately 9weeks) the mean CDRS-R scores were 20.8 in the intervention group versus 20.4 in the control group, and at 12months they were 22.4 versus 22.4 (p value for difference in change from baseline=0.3).",[]
698,28573672,3,10,Results,There was no obvious association between the amount of the intervention viewed by participants and outcomes.,[]
699,28573672,4,11,Conclusions,There was no evidence of benefit from the mobile phone CBT intervention compared with a control programme.,[]
700,28573672,4,12,Conclusions,Universal depression prevention remains a challenge.,[]
701,28702717,0,0,Title,Mindfulness-Based Stress Reduction and Group Support Decrease Stress in Adolescents with Cardiac Diagnoses: A Randomized Two-Group Study.,['D02']
702,28702717,1,1,,Adolescents with cardiac diagnoses face unique challenges that can cause psychosocial distress.,[]
703,28702717,1,2,,This study compares a Mindfulness-Based Stress Reduction (MBSR) program to a video online support group for adolescents with cardiac diagnoses.,[]
704,28702717,1,3,,"MBSR is a structured psycho-educational program which includes yoga, meditation, cognitive restructuring, and group support.","['D04b', 'D04a']"
705,28702717,1,4,,A published feasibility study by our group showed significant reduction in anxiety following this intervention.,[]
706,28702717,1,5,,"Participants were randomized to MBSR or video online support group, and completed measures of anxiety, depression, illness-related stress, and coping pre- and post-6-session interventions.","['D04b', 'D04a']"
707,28702717,1,6,,Qualitative data were obtained from post-intervention interviews.,[]
708,28702717,1,7,,A total of 46 teens participated (mean 14.8years; 63% female).,['D03a']
709,28702717,1,8,,"Participants had congenital heart disease and/or cardiac device (52%), or postural orthostatic tachycardia syndrome (48%).",['D03a']
710,28702717,1,9,,Illness-related stress significantly decreased in both groups.,[]
711,28702717,1,10,,Greater use of coping skills predicted lower levels of depression in both groups post-study completion.,[]
712,28702717,1,11,,Higher baseline anxiety/depression scores predicted improved anxiety/depression scores in both groups.,[]
713,28702717,1,12,,Each group reported the benefits of social support.,"['D04b', 'D04a']"
714,28702717,1,13,,"The MBSR group further expressed benefits of learning specific techniques, strategies, and skills that they applied in real-life situations to relieve distress.",[]
715,28702717,1,14,,Both the MBSR intervention and video support group were effective in reducing distress in this sample.,[]
716,28702717,1,15,,Qualitative data elucidated the added benefits of using MBSR techniques to manage stress and symptoms.,[]
717,28702717,1,16,,The video group format is useful for teens that cannot meet in person but can benefit from group support.,[]
718,28702717,1,17,,Psychosocial interventions with stress management techniques and/or group support can reduce distress in adolescents with cardiac diagnoses.,[]
719,28715495,0,0,Title,Imagine the bright side of life: A randomized controlled trial of two types of interpretation bias modification procedure targeting adolescent anxiety and depression.,[]
720,28715495,1,1,Introduction,Anxiety and depression are highly prevalent during adolescence and characterized by negative interpretation biases.,[]
721,28715495,1,2,Introduction,Cognitive bias modification of interpretations (CBM-I) may reduce such biases and improve emotional functioning.,[]
722,28715495,1,3,Introduction,"However, as findings have been mixed and the traditional scenario training is experienced as relatively boring, a picture-based type of training might be more engaging and effective.",[]
723,28715495,2,4,Methods,"The current study investigated short- and long-term effects (up to 6 months) and users' experience of two types of CBM-I procedure in adolescents with heightened symptoms of anxiety or depression (N = 119, aged 12-18 year).","['D06b', 'D06a']"
724,28715495,2,5,Methods,"Participants were randomized to eight online sessions of text-based scenario training, picture-word imagery training, or neutral control training.","['D04b', 'D04a']"
725,28715495,3,6,Results,No significant group differences were observed on primary or secondary emotional outcomes.,[]
726,28715495,3,7,Results,"A decrease in anxiety and depressive symptoms, and improvements in emotional resilience were observed, irrespective of condition.",[]
727,28715495,3,8,Results,"Scenario training marginally reduced negative interpretation bias on a closely matched assessment task, while no such effects were found on a different task, nor for the picture-word or control group.",[]
728,28715495,3,9,Results,Subjective evaluations of all training paradigms were relatively negative and the imagery component appeared particularly difficult for adolescents with higher symptom levels.,[]
729,28715495,4,10,Conclusions,The current results question the preventive efficacy and feasibility of both CBM-I procedures as implemented here in adolescents.,[]
730,29164445,0,0,Title,Changes in Depressive Symptoms Among Adolescents with ASD Completing the PEERS  Social Skills Intervention.,[]
731,29164445,1,1,,Depression is a common concern among people with autism spectrum disorder (ASD) and is often associated with social skills and relationship challenges.,[]
732,29164445,1,2,,"The present data, from a randomized controlled trial, examined the effect of PEERS  on self-reported depressive symptoms via the Children's Depression Inventory (CDI) among 49 adolescents with ASD.",['D02']
733,29164445,1,3,,Findings revealed that many CDI subscale scores declined (p's<0.05) and were related to direct social contact on the Quality of Socialization Questionnaire at posttest (p's<0.05).,[]
734,29164445,1,4,,Exploratory analyses uncovered that suicidality was less evident following PEERS .,[]
735,29164445,1,5,,"Findings support the notion that social functioning and depression may be intimately intertwined in ASD; therefore, bolstering social skills in ASD may positively influence other domains of functioning, including mental health.",[]
736,29893947,0,0,Title,Depression and Quality of Life in Siblings of Children With Cancer After Group Intervention Participation: A Randomized Control Trial.,[]
737,29893947,1,1,Objective,The objective of this study was to (1) assess the effects of a group intervention called Siblings Coping Together on siblings' psychosocial adjustment compared with controls; (2) explore the potential moderating effect of siblings' gender; and (3) investigate whether the intervention was more effective for siblings with more depressive symptoms at baseline.,[]
738,29893947,2,2,Methods,"This was a repeated measure, parallel randomized controlled trial (RCT) with two groups.",['D02']
739,29893947,2,3,Methods,"Seventy-five healthy siblings (7-16years old, 41 males) participated.",[]
740,29893947,2,4,Methods,Both groups had 8 weekly 2-hr sessions.,"['D04b', 'D04a']"
741,29893947,2,5,Methods,"Intervention sessions had psychoeducational, social, and therapeutic problem-solving goals taught through games and crafts (n=41); controls (n=34) had games and crafts only.","['D04b', 'D04a']"
742,29893947,2,6,Methods,"Self-reported symptoms of depression (Children's Depression Inventory, CDI) and self- and proxy-reported quality of life (QOL) (Pediatric Quality of Life Inventory, PedsQL) were obtained at baseline, postintervention, and 3months later.","['D06b', 'D06a']"
743,29893947,2,7,Methods,Multivariable analyses with a mixed effects model were performed.,['D09']
744,29893947,3,8,Results,No significant main group effect or group  time interactions were found for any of the scales assessed.,[]
745,29893947,3,9,Results,"Significant improvement over time was found for total CDI (p<.01) and proxy-reported PedsQL total (p<.001) in both groups, which may have been attributable to the passage of time.",[]
746,29893947,4,10,Conclusions,No sufficient evidence was obtained for the efficacy of the intervention in the current study.,[]
747,29893947,4,11,Conclusions,Future research may examine conducting a larger RCT comparing sibling support group to no treatment control group.,[]
748,29979882,0,0,Title,Long-Term Effects from a School-Based Trial Comparing Interpersonal Psychotherapy-Adolescent Skills Training to Group Counseling.,[]
749,29979882,1,1,,Adolescence represents a vulnerable developmental period for depression and an opportune time for prevention efforts.,[]
750,29979882,1,2,,"In this study, 186 adolescents with elevated depressive symptoms (M age= 14.01, SD= 1.22; 66.7% female; 32.2% racial minority) were randomized to receive either Interpersonal Psychotherapy-Adolescent Skills Training (IPT-AST; n= 95) delivered by research clinicians or group counseling (GC; n= 91) delivered by school counselors.",['D02']
751,29979882,1,3,,We previously reported the short-term outcomes of this school-based randomized controlled trial :  IPT-AST youth experienced significantly greater improvements in depressive symptoms and overall functioning through 6-month follow-up.,[]
752,29979882,1,4,,"Here, we present the long-term outcomes through 24months postintervention.",[]
753,29979882,1,5,,We examined differences in rates of change in depressive symptoms and overall functioning and differences in rates of depression diagnoses.,['D09']
754,29979882,1,6,,"Youth in both conditions showed significant improvements in depressive symptoms and overall functioning from baseline to 24-month follow-up, demonstrating the efficacy of school-based depression prevention programs.",[]
755,29979882,1,7,,"However, the two groups did not differ in overall rates of change or in rates of depression diagnoses from baseline to 24-month follow-up.",[]
756,29979882,1,8,,"Although IPT-AST demonstrated advantages over GC in the short term, these effects dissipated over long-term follow-up.",[]
757,29979882,1,9,,"Specifically, from 6- to 24-month follow-up, GC youth showed continued decreases in depressive symptoms, whereas IPT-AST youth showed a nonsignificant increase in symptoms.",[]
758,29979882,1,10,,"GC youth remained relatively stable in overall functioning, whereas IPT-AST youth experienced a small but statistically significant worsening in functioning.",[]
759,29979882,1,11,,This study highlights the potential of school-based depression prevention efforts and the need for further research.,[]
760,29987559,0,0,Title,Changes in irrational beliefs are responsible for the efficacy of the REThink therapeutic game in preventing emotional disorders in children and adolescents: mechanisms of change analysis of a randomized clinical trial.,[]
761,29987559,1,1,,The mechanisms of change are rarely investigated in the field of gamified interventions for preventing emotional disorders in children and adolescents despite the wide recognition for the advantages they offer as prevention tool.,[]
762,29987559,1,2,,"Therefore, the aim of the present study was to investigate the mechanisms of change of a therapeutic game (REThink), specifically mediators and moderators of its efficacy.",[]
763,29987559,1,3,,"We conducted a randomized controlled trial, involving 165 children (age range 10-16years), who were randomly distributed across three groups :  the REThink group (N=54), the Rational Emotive Behavior Education group (N=55) and the Waitlist condition (N=56).",['D02']
764,29987559,1,4,,Results indicated that changes in irrational beliefs were significant mediators for the REThink intervention on depressive mood and overall negative emotions.,[]
765,29987559,1,5,,"Age did not moderate the effect of REThink, which indicates that the program was equally effective for children and adolescents.",[]
766,29987559,1,6,,Trial Registration ClinicalTrials.gov NCT03308981.,[]
767,29992353,0,0,Title,Is REThink therapeutic game effective in preventing emotional disorders in children and adolescents?,[]
768,29992353,0,1,Title,Outcomes of a randomized clinical trial.,[]
769,29992353,1,2,,Therapeutic games represent a promising solution for addressing emotional difficulties in youths.,[]
770,29992353,1,3,,"The aim of the present study was to investigate the effectiveness of the REThink game, in helping children and adolescents, to develop psychological resilience.",[]
771,29992353,1,4,,"Therefore, 165 children aged between 10 and 16years were randomly assigned in one of the three groups :  54 participants in the REThink condition, 55 participants in the Rational Emotive Behavior Education condition, and 56 participants in the waitlist condition.",['D02']
772,29992353,1,5,,"Results indicated that the REThink intervention had a significant impact on emotional symptoms (a moderate-effect size, d=0.46) and on depressive mood (a large-effect size, d=0.84).",[]
773,29992353,1,6,,"Furthermore, REThink had a significant impact on children's ability to regulate their emotions, with a significant effect on emotional awareness (d=0.64), and on the ability for emotional control (d=0.69).",[]
774,29992353,1,7,,"In conclusion, the implications of the REThink game are discussed in relationship with resiliency building programs designed for youths.",[]
775,29992353,1,8,,TRIAL REGISTRATION: ClinicalTrials.gov NCT03308981.,[]
776,29996542,0,0,Title,Outcomes of a Randomized Controlled Trial on the Effectiveness of Depression and Anxiety Prevention for Adolescents with a High Familial Risk.,[]
777,29996542,1,1,,A randomized controlled trail was conducted to examine the effectiveness of a depression and anxiety prevention program &lsquo;Een Sprong Vooruit&rsquo; (A Leap Forward) among adolescent girls with a high familial risk ( N = 142).,['D02']
778,29996542,1,2,,"The results showed neither effects of the prevention program directly after the intervention, nor at 6 or 12 months follow-up on depression and anxiety symptoms.",[]
779,29996542,1,3,,"Further, latent growth curve modeling (LGCM) was used to examine whether the growth functions for the intervention and the control condition were different.",['D09']
780,29996542,1,4,,The slope representing the change in depression symptoms was not significantly different between the intervention and the control condition.,[]
781,29996542,1,5,,"For anxiety symptoms, the difference between slopes was also not significant.",[]
782,29996542,1,6,,"Based on these results, we suggested that these high-risk adolescent girls might benefit more from a more intensive prevention program.",[]
783,30138012,0,0,Title,"When the torch is passed, does the flame still burn? Testing a ""train the supervisor"" model for the Child STEPs treatment program.",[]
784,30138012,1,1,Objective,"We assessed sustainability of an empirically supported, transdiagnostic youth psychotherapy program when therapist supervision was shifted from external experts to internal clinic staff.","['D06b', 'D06a']"
785,30138012,2,2,Method,"One hundred sixty-eight youths, aged 6-15 years, 59.5% male, 85.1% Caucasian, were treated for anxiety, depression, traumatic stress, or conduct problems by clinicians employed in community mental health clinics.","['D03b', 'D03a']"
786,30138012,2,3,Method,"In Phase 1 (2.7 years), 1 group of clinicians, the Sustain group, received training in Child STEPs (a modular transdiagnostic treatment + weekly feedback on youth response) and treated clinic-referred youths, guided by weekly supervision from external STEPs experts.",[]
787,30138012,2,4,Method,"In Phase 2 (2.9 years), Sustain clinicians treated additional youths but with supervision by clinic staff who had been trained to supervise STEPs.",[]
788,30138012,2,5,Method,"Also in Phase 2, a new group, External Supervision clinicians, received training and supervision from external STEPs experts and treated referred youths.",[]
789,30138012,2,6,Method,Phase 2 youths were randomized to Sustain or External Supervision clinicians.,[]
